eid,schaefer_exists,is_empty,contains_nan,contains_0,location_of_0
1704362,False,True,False,False,[]
1329002,True,False,False,True,[398]
1209979,True,False,False,False,[]
1373522,False,True,False,False,[]
1201130,False,True,False,False,[]
1323325,True,False,False,False,[]
1403424,True,False,False,False,[]
1253003,True,False,False,False,[]
1100370,True,False,False,False,[]
1729755,False,True,False,False,[]
1415810,True,False,False,False,[]
1150577,True,False,False,False,[]
1350194,True,False,False,False,[]
1179372,True,False,False,False,[]
1183606,False,True,False,False,[]
1211996,False,True,False,False,[]
1157787,True,False,False,False,[]
1345138,True,False,False,False,[]
1143149,True,False,False,False,[]
1444875,True,False,False,True,[398]
1023707,False,True,False,False,[]
1334973,True,False,False,False,[]
1305257,True,False,False,False,[]
1349719,True,False,False,False,[]
1320273,True,False,False,False,[]
1200752,True,False,False,False,[]
4102563,False,True,False,False,[]
1054610,True,False,False,False,[]
1372340,True,False,False,False,[]
1388634,True,False,False,False,[]
1176405,True,False,False,False,[]
1322547,True,False,False,False,[]
1328660,True,False,False,False,[]
1221544,True,False,False,False,[]
1239865,True,False,False,False,[]
1258546,True,False,False,False,[]
1289103,True,False,False,False,[]
1170103,True,False,False,False,[]
1307939,True,False,False,True,[138]
1145981,True,False,False,False,[]
1285722,True,False,False,False,[]
2599886,False,True,False,False,[]
1414228,True,False,False,False,[]
1081067,True,False,False,False,[]
1406003,True,False,False,False,[]
1042609,True,False,False,False,[]
1087482,True,False,False,False,[]
1256424,True,False,False,False,[]
1450296,True,False,False,False,[]
1237907,True,False,False,False,[]
1454130,True,False,False,False,[]
1368578,True,False,False,False,[]
1378010,True,False,False,False,[]
1303726,False,True,False,False,[]
1107063,True,False,False,False,[]
1126275,True,False,False,False,[]
1239448,True,False,False,False,[]
1456790,True,False,False,False,[]
1081184,True,False,False,False,[]
1014508,True,False,False,False,[]
1392198,True,False,False,False,[]
1180727,True,False,False,False,[]
1151362,False,True,False,False,[]
1301168,True,False,False,False,[]
1265480,False,True,False,False,[]
1117471,True,False,False,False,[]
1753698,False,True,False,False,[]
1147276,True,False,False,False,[]
1212859,False,True,False,False,[]
1099185,False,True,False,False,[]
1067757,True,False,False,False,[]
1145542,True,False,False,False,[]
1216631,True,False,False,False,[]
1160566,True,False,False,False,[]
1212597,True,False,False,False,[]
1089923,True,False,False,False,[]
1307834,True,False,False,False,[]
1244702,True,False,False,False,[]
1221987,True,False,False,False,[]
1295347,True,False,False,False,[]
1437607,True,False,False,False,[]
1893021,False,True,False,False,[]
1143044,False,True,False,False,[]
1322984,True,False,False,False,[]
1050975,True,False,False,False,[]
1448297,True,False,False,False,[]
1204837,True,False,False,False,[]
1357269,True,False,False,True,"[138, 398]"
1033362,True,False,False,False,[]
1111177,True,False,False,False,[]
1410117,False,True,False,False,[]
1097104,True,False,False,False,[]
1366483,True,False,False,False,[]
1002588,True,False,False,False,[]
2144176,False,True,False,False,[]
1210337,True,False,False,False,[]
4641978,False,True,False,False,[]
1412654,True,False,False,False,[]
1320309,True,False,False,False,[]
1095647,True,False,False,False,[]
1184842,True,False,False,False,[]
1164723,True,True,False,False,[]
1130282,False,True,False,False,[]
1418929,True,False,False,False,[]
1016331,True,False,False,False,[]
1160485,True,False,False,False,[]
1212474,True,False,False,False,[]
1081089,True,False,False,False,[]
1141707,True,False,False,False,[]
1132878,True,False,False,False,[]
1018224,True,False,False,False,[]
1117592,True,False,False,False,[]
1334809,True,False,False,False,[]
1149314,True,False,False,False,[]
1246041,True,False,False,False,[]
1299511,True,False,False,False,[]
2257089,False,True,False,False,[]
1117406,True,False,False,False,[]
1184418,True,False,False,False,[]
1147201,False,True,False,False,[]
2313168,False,True,False,False,[]
1441178,True,False,False,False,[]
1278035,True,False,False,False,[]
1340835,True,False,False,False,[]
1203703,True,False,False,False,[]
1118298,True,False,False,False,[]
2489072,False,True,False,False,[]
1754838,False,True,False,False,[]
1354335,True,False,False,False,[]
1072665,True,False,False,False,[]
1304532,True,False,False,False,[]
1276120,True,False,False,False,[]
1088311,True,False,False,False,[]
1152344,True,False,False,False,[]
1211891,True,False,False,False,[]
1163860,True,False,False,True,[138]
1173152,True,False,True,True,[398]
1108664,True,False,False,True,[142]
1371285,True,False,False,False,[]
1266812,False,True,False,False,[]
1191907,True,False,False,True,[397]
1203697,True,False,False,False,[]
1375123,True,False,False,False,[]
2303594,False,True,False,False,[]
1253090,True,False,False,False,[]
1028345,True,False,False,True,[142]
1455622,True,False,False,False,[]
2347893,False,True,False,False,[]
1169689,True,False,False,False,[]
1415883,True,False,False,False,[]
1156176,True,False,False,False,[]
1270426,True,False,False,False,[]
1106771,True,False,False,False,[]
1156101,True,False,False,False,[]
2174017,False,True,False,False,[]
1106706,True,False,False,False,[]
1381535,True,False,False,False,[]
1288611,True,False,False,False,[]
1146469,False,True,False,False,[]
1367308,True,False,False,False,[]
2357042,False,True,False,False,[]
1019816,False,True,False,False,[]
1407766,False,True,False,False,[]
1158014,True,False,False,False,[]
1005691,True,False,False,False,[]
2384333,False,True,False,False,[]
1447853,True,False,False,False,[]
2081341,False,True,False,False,[]
1086273,True,False,False,False,[]
1114900,True,False,False,False,[]
1321561,True,False,False,False,[]
1389126,True,False,False,False,[]
1403554,True,False,False,False,[]
1358563,True,False,False,False,[]
1449946,True,False,False,False,[]
1367272,True,False,False,False,[]
1356956,True,False,False,False,[]
1290784,False,True,False,False,[]
1129925,True,False,False,True,[398]
2115180,False,True,False,False,[]
1038720,True,False,False,False,[]
1068127,True,False,False,False,[]
1296316,True,False,False,False,[]
1024469,True,False,False,False,[]
1139183,True,False,False,False,[]
1339560,True,False,True,False,[]
1127830,True,False,False,False,[]
1034101,True,False,False,False,[]
1222418,True,False,False,False,[]
1333647,True,False,False,False,[]
1086309,True,False,False,False,[]
1241255,True,False,False,False,[]
1187864,True,False,False,True,[398]
1399534,True,False,False,False,[]
1102980,True,False,False,False,[]
2279956,False,True,False,False,[]
1131590,True,False,False,False,[]
1222842,True,False,False,False,[]
1013785,False,True,False,False,[]
1361774,True,False,False,False,[]
1266545,True,False,False,False,[]
1274719,True,False,False,False,[]
1072768,True,False,False,False,[]
1264271,True,False,False,False,[]
1316614,True,False,False,False,[]
1264206,True,False,False,False,[]
1009029,True,False,False,False,[]
1169667,True,False,False,False,[]
1397456,True,False,False,False,[]
1207811,False,True,False,False,[]
1395362,True,False,False,False,[]
1963657,False,True,False,False,[]
2040361,False,True,False,False,[]
1243516,True,False,False,False,[]
1209904,False,True,False,False,[]
1447490,True,False,False,False,[]
1125329,True,False,False,False,[]
1342221,True,False,False,False,[]
1034176,False,True,False,False,[]
1259359,True,False,False,False,[]
1234595,True,False,False,False,[]
1144250,True,False,False,False,[]
1255578,True,False,False,False,[]
1611372,False,True,False,False,[]
1247724,False,True,False,False,[]
1096782,True,False,False,False,[]
1468793,False,True,False,False,[]
1348092,True,False,False,True,[398]
1270892,True,False,False,False,[]
1053509,True,False,False,False,[]
1972084,False,True,False,False,[]
1097863,True,False,False,False,[]
1433108,False,True,False,False,[]
1267689,True,False,False,False,[]
1382123,True,False,False,False,[]
1285312,False,True,False,False,[]
1050012,True,False,False,False,[]
1287426,True,False,False,False,[]
1006287,False,True,False,False,[]
1029010,True,False,False,False,[]
1111810,False,True,False,False,[]
1023337,True,False,False,False,[]
1200362,False,True,False,False,[]
1250565,True,False,False,False,[]
1124106,False,True,False,False,[]
1349329,True,False,False,False,[]
1320643,True,False,False,False,[]
1252251,True,False,False,False,[]
1332468,True,False,False,False,[]
1124171,False,True,False,False,[]
1374395,True,False,False,True,[398]
1083280,False,True,False,False,[]
1194817,True,False,False,True,[138]
1126645,True,False,False,False,[]
1065973,True,False,False,False,[]
1067389,True,False,False,False,[]
1208692,False,True,False,False,[]
1406869,True,False,False,False,[]
1180317,True,False,False,False,[]
1425111,True,False,False,False,[]
1151752,True,False,False,False,[]
1079660,True,False,False,False,[]
1345925,True,False,False,False,[]
1372693,True,False,False,False,[]
1085786,True,False,False,True,[398]
1303316,True,False,False,False,[]
1170864,True,False,False,False,[]
1033752,False,True,False,False,[]
1248487,True,False,False,False,[]
2348784,False,True,False,False,[]
1018663,True,False,False,False,[]
2108008,False,True,False,False,[]
1988569,False,True,False,False,[]
1277378,True,False,False,False,[]
1530006,False,True,False,False,[]
1210707,False,True,False,False,[]
1442414,True,False,False,False,[]
1065809,False,True,False,False,[]
1016776,False,True,False,False,[]
1046171,True,False,False,False,[]
1289864,True,False,False,False,[]
1202901,True,False,False,False,[]
1067367,True,False,False,False,[]
1107529,True,False,False,False,[]
1229830,True,False,False,False,[]
1338635,True,False,False,False,[]
1196203,True,False,False,True,[138]
1147646,False,True,False,False,[]
1091032,True,False,False,False,[]
1408992,True,False,False,False,[]
1244332,True,False,False,False,[]
1042343,True,False,False,False,[]
1326248,True,False,False,False,[]
1297043,True,False,False,False,[]
1227952,True,False,False,False,[]
1069205,True,False,False,False,[]
